Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D396,LED,LED_0402_1005Metric,181.333085,-62.560585,-45,top
D397,LED,LED_0402_1005Metric,179.583085,-62.560585,-45,top
D398,LED,LED_0402_1005Metric,177.833085,-62.560585,-45,top
D399,LED,LED_0402_1005Metric,176.083085,-62.560585,-45,top
D400,LED,LED_0402_1005Metric,211.083085,-64.420585,-45,top
D401,LED,LED_0402_1005Metric,209.333085,-64.420585,-45,top
D402,LED,LED_0402_1005Metric,207.583085,-64.420585,-45,top
D403,LED,LED_0402_1005Metric,205.833085,-64.420585,-45,top
D404,LED,LED_0402_1005Metric,204.083085,-64.420585,-45,top
D405,LED,LED_0402_1005Metric,202.333085,-64.420585,-45,top
D406,LED,LED_0402_1005Metric,200.583085,-64.420585,-45,top
D407,LED,LED_0402_1005Metric,198.833085,-64.420585,-45,top
D408,LED,LED_0402_1005Metric,197.083085,-64.420585,-45,top
D409,LED,LED_0402_1005Metric,195.333085,-64.420585,-45,top
D410,LED,LED_0402_1005Metric,193.583085,-64.420585,-45,top
D411,LED,LED_0402_1005Metric,191.833085,-64.420585,-45,top
D412,LED,LED_0402_1005Metric,190.083085,-64.420585,-45,top
D413,LED,LED_0402_1005Metric,188.333085,-64.420585,-45,top
D414,LED,LED_0402_1005Metric,186.583085,-64.420585,-45,top
D415,LED,LED_0402_1005Metric,184.833085,-64.420585,-45,top
D416,LED,LED_0402_1005Metric,183.083085,-64.420585,-45,top
D417,LED,LED_0402_1005Metric,181.333085,-64.420585,-45,top
D418,LED,LED_0402_1005Metric,179.583085,-64.420585,-45,top
D419,LED,LED_0402_1005Metric,177.833085,-64.420585,-45,top
D420,LED,LED_0402_1005Metric,176.083085,-64.420585,-45,top
D421,LED,LED_0402_1005Metric,211.083085,-66.620585,-45,top
D422,LED,LED_0402_1005Metric,209.333085,-66.620585,-45,top
D423,LED,LED_0402_1005Metric,207.583085,-66.620585,-45,top
D424,LED,LED_0402_1005Metric,205.833085,-66.620585,-45,top
D425,LED,LED_0402_1005Metric,204.083085,-66.620585,-45,top
D426,LED,LED_0402_1005Metric,202.333085,-66.620585,-45,top
D427,LED,LED_0402_1005Metric,200.583085,-66.620585,-45,top
D428,LED,LED_0402_1005Metric,198.833085,-66.620585,-45,top
D429,LED,LED_0402_1005Metric,197.083085,-66.620585,-45,top
D430,LED,LED_0402_1005Metric,195.333085,-66.620585,-45,top
D431,LED,LED_0402_1005Metric,193.583085,-66.620585,-45,top
D432,LED,LED_0402_1005Metric,191.833085,-66.620585,-45,top
D433,LED,LED_0402_1005Metric,190.083085,-66.620585,-45,top
D434,LED,LED_0402_1005Metric,188.333085,-66.620585,-45,top
D435,LED,LED_0402_1005Metric,186.583085,-66.620585,-45,top
D436,LED,LED_0402_1005Metric,184.833085,-66.620585,-45,top
D437,LED,LED_0402_1005Metric,183.083085,-66.620585,-45,top
D438,LED,LED_0402_1005Metric,181.333085,-66.620585,-45,top
D439,LED,LED_0402_1005Metric,179.583085,-66.610585,-45,top
D440,LED,LED_0402_1005Metric,177.833085,-66.620585,-45,top
D441,LED,LED_0402_1005Metric,176.083085,-66.620585,-45,top
D442,LED,LED_0402_1005Metric,211.083085,-68.810585,-45,top
D443,LED,LED_0402_1005Metric,209.333085,-68.810585,-45,top
D444,LED,LED_0402_1005Metric,207.583085,-68.810585,-45,top
D445,LED,LED_0402_1005Metric,205.833085,-68.810585,-45,top
D446,LED,LED_0402_1005Metric,204.083085,-68.810585,-45,top
D447,LED,LED_0402_1005Metric,202.333085,-68.810585,-45,top
D448,LED,LED_0402_1005Metric,200.583085,-68.810585,-45,top
D449,LED,LED_0402_1005Metric,198.833085,-68.810585,-45,top
D450,LED,LED_0402_1005Metric,197.083085,-68.810585,-45,top
D451,LED,LED_0402_1005Metric,195.333085,-68.810585,-45,top
D452,LED,LED_0402_1005Metric,193.583085,-68.810585,-45,top
D453,LED,LED_0402_1005Metric,191.833085,-68.810585,-45,top
D454,LED,LED_0402_1005Metric,190.083085,-68.810585,-45,top
D455,LED,LED_0402_1005Metric,188.333085,-68.810585,-45,top
D456,LED,LED_0402_1005Metric,186.583085,-68.810585,-45,top
D457,LED,LED_0402_1005Metric,184.833085,-68.810585,-45,top
D458,LED,LED_0402_1005Metric,183.083085,-68.810585,-45,top
D459,LED,LED_0402_1005Metric,181.333085,-68.810585,-45,top
D460,LED,LED_0402_1005Metric,179.583085,-68.810585,-45,top
D461,LED,LED_0402_1005Metric,177.833085,-68.810585,-45,top
D462,LED,LED_0402_1005Metric,176.083085,-68.810585,-45,top
R1,27Ω,R_0402_1005Metric,207.4,-81.19,-90,top
R2,27Ω,R_0402_1005Metric,209,-81,-135,top
R3,1k,R_0402_1005Metric,210.93,-77.95,180,top
R4,DNF,R_0402_1005Metric,211.25,-74.95,180,top
SW1,SW_Push,SW_SPST_B3U-1000P,186.95,-87.8,180,top
SW2,SW_Push,SW_SPST_B3U-1000P,181.25,-92.3,180,top
SW3,SW_Push,SW_SPST_B3U-1000P,192.95,-92.3,180,top
SW4,SW_Push,SW_SPST_B3U-1000P,186.95,-96.8,180,top
SW5,SW_Push,SW_SPST_B3U-1000P,201.799999,-95.4,180,top
SW6,SW_Push,SW_SPST_B3U-1000P,214.2,-95.5,180,top
U1,SC091413,QFN56_7X7_RPI,206.5,-87,0,top
U2,W25Q16JVUXIQ,W25Q16JVUXIQ_WIN,201.8516,-79.75,0,top
